month,country,device,age_group,gender,sessions,conversions,revenue_gbp
2024-07,Australia,Mobile,25-34,Female,797,18,2902.93
2024-07,Australia,Mobile,25-34,Unknown,290,3,723.24
2024-07,Australia,Mobile,35-44,Male,366,3,1282.62
2024-07,Australia,Mobile,35-44,Female,175,12,4221.17
2024-07,Australia,Mobile,35-44,Unknown,239,9,5785.44
2024-07,Australia,Mobile,45-54,Male,474,6,2316.98
2024-07,Australia,Mobile,45-54,Female,215,6,2149.13
2024-07,Australia,Mobile,45-54,Unknown,732,13,7085.08
2024-07,Australia,Mobile,55-64,Male,74,1,206.45
2024-07,Australia,Mobile,55-64,Female,651,8,4421.88
2024-07,Australia,Mobile,55-64,Unknown,584,39,13378.41
2024-07,Australia,Mobile,65+,Male,257,8,4585.53
2024-07,Australia,Mobile,65+,Female,571,34,17718.95
2024-07,Australia,Mobile,65+,Unknown,514,37,4686.0
2024-07,Australia,Tablet,18-24,Male,632,19,5477.96
2024-07,Australia,Tablet,18-24,Female,485,12,3884.21
2024-07,Australia,Tablet,18-24,Unknown,677,26,13755.91
2024-07,Australia,Tablet,25-34,Male,326,5,1170.27
2024-07,Australia,Tablet,25-34,Female,257,16,8957.63
2024-07,Australia,Tablet,25-34,Unknown,30,1,571.24
2024-07,Australia,Tablet,35-44,Male,390,25,2673.43
2024-07,Australia,Tablet,35-44,Female,793,57,8045.43
2024-07,Australia,Tablet,35-44,Unknown,685,45,27616.07
2024-07,Australia,Tablet,45-54,Male,84,4,2586.93
2024-07,Australia,Tablet,45-54,Female,451,16,10377.58
2024-07,Australia,Tablet,45-54,Unknown,648,33,15330.19
2024-07,Australia,Tablet,55-64,Male,618,11,7128.09
2024-07,Australia,Tablet,55-64,Female,504,30,3651.28
2024-07,Australia,Tablet,55-64,Unknown,291,5,784.67
2024-07,Australia,Tablet,65+,Male,652,43,10043.37
2024-07,Australia,Tablet,65+,Female,743,28,10158.77
2024-07,Australia,Tablet,65+,Unknown,406,26,10282.3
2024-07,Canada,Desktop,18-24,Male,391,18,8733.71
2024-07,Canada,Desktop,18-24,Female,492,10,6104.14
2024-07,Canada,Desktop,18-24,Unknown,568,35,23402.23
2024-07,Canada,Desktop,25-34,Male,681,50,33626.64
2024-07,Canada,Desktop,25-34,Female,679,53,5849.27
2024-07,Canada,Desktop,25-34,Unknown,735,43,19784.19
2024-07,Canada,Desktop,35-44,Male,76,5,1160.01
2024-07,Canada,Desktop,35-44,Female,652,9,1951.45
2024-07,Canada,Desktop,35-44,Unknown,465,9,1627.75
2024-07,Canada,Desktop,45-54,Male,454,34,19142.05
2024-07,Canada,Desktop,45-54,Female,219,12,7994.42
2024-07,Canada,Desktop,45-54,Unknown,663,28,14160.54
2024-07,Canada,Desktop,55-64,Male,749,32,10173.74
2024-07,Canada,Desktop,55-64,Female,448,16,8476.94
2024-07,Canada,Desktop,55-64,Unknown,211,2,679.31
2024-07,Canada,Desktop,65+,Male,63,4,2673.42
2024-07,Canada,Desktop,65+,Female,153,5,3429.01
2024-07,Canada,Desktop,65+,Unknown,113,1,237.73
2024-07,Canada,Mobile,18-24,Male,57,2,1395.97
2024-07,Canada,Mobile,18-24,Female,302,4,1163.2
2024-07,Canada,Mobile,18-24,Unknown,542,11,1878.01
2024-07,Canada,Mobile,25-34,Male,350,23,3175.92
2024-07,Canada,Mobile,25-34,Female,74,1,537.92
2024-07,Canada,Mobile,25-34,Unknown,692,41,23285.87
2024-07,Canada,Mobile,35-44,Male,701,37,17213.15
2024-07,Canada,Mobile,35-44,Female,185,2,589.46
2024-07,Canada,Mobile,35-44,Unknown,471,29,16280.36
2024-07,Canada,Mobile,45-54,Male,468,34,4615.18
2024-07,Canada,Mobile,45-54,Female,632,16,9190.84
2024-07,Canada,Mobile,45-54,Unknown,654,22,7882.27
2024-07,Canada,Mobile,55-64,Male,529,23,10653.15
2024-07,Canada,Mobile,55-64,Female,678,11,1233.08
2024-07,Canada,Mobile,55-64,Unknown,470,17,2798.92
2024-07,Canada,Mobile,65+,Male,612,42,5419.74
2024-07,Canada,Mobile,65+,Female,237,2,395.93
2024-07,Canada,Mobile,65+,Unknown,61,3,1816.59
2024-07,Canada,Tablet,18-24,Male,636,6,1040.82
2024-07,Canada,Tablet,18-24,Female,630,40,26594.19
2024-07,Canada,Tablet,18-24,Unknown,713,45,11335.66
2024-07,Canada,Tablet,25-34,Male,600,39,23552.13
2024-07,Canada,Tablet,25-34,Female,702,41,21118.08
2024-07,Canada,Tablet,25-34,Unknown,404,6,737.31
2024-07,Canada,Tablet,35-44,Male,621,42,11084.01
2024-07,Canada,Tablet,35-44,Female,455,12,5275.48
2024-07,Canada,Tablet,35-44,Unknown,288,19,2031.73
2024-07,Canada,Tablet,45-54,Male,547,38,11379.11
2024-07,Canada,Tablet,45-54,Female,727,32,11148.24
2024-07,Canada,Tablet,45-54,Unknown,114,8,2058.92
2024-07,Canada,Tablet,55-64,Male,324,16,3716.21
2024-07,Canada,Tablet,55-64,Female,498,24,14396.5
2024-07,Canada,Tablet,55-64,Unknown,461,5,1273.67
2024-07,Canada,Tablet,65+,Male,490,14,3962.41
2024-07,Canada,Tablet,65+,Female,535,29,7952.19
2024-07,Canada,Tablet,65+,Unknown,293,22,15357.93
2024-07,Germany,Desktop,18-24,Male,360,14,4056.05
2024-07,Germany,Desktop,18-24,Female,160,10,4201.92
2024-07,Germany,Desktop,18-24,Unknown,368,23,10646.51
2024-07,Germany,Desktop,25-34,Male,703,46,9988.93
2024-07,Germany,Desktop,25-34,Female,85,6,4081.89
2024-07,Germany,Desktop,25-34,Unknown,401,18,8604.16
2024-07,Germany,Desktop,35-44,Male,107,8,4027.02
2024-07,Germany,Desktop,35-44,Female,306,14,6292.58
2024-07,Germany,Desktop,35-44,Unknown,21,1,677.16
2024-07,Germany,Desktop,45-54,Male,316,16,5881.51
2024-07,Germany,Desktop,45-54,Female,316,5,1670.69
2024-07,Germany,Desktop,45-54,Unknown,118,7,2375.87
2024-07,Germany,Desktop,55-64,Male,16,0,0.0
2024-07,Germany,Desktop,55-64,Female,110,7,2380.09
2024-07,Germany,Desktop,55-64,Unknown,443,32,22360.1
2024-07,Germany,Desktop,65+,Male,543,23,2934.42
2024-07,Germany,Desktop,65+,Female,322,11,6638.64
2024-07,Germany,Desktop,65+,Unknown,599,40,11088.46
2024-07,Germany,Mobile,18-24,Male,134,9,5338.04
2024-07,Germany,Mobile,18-24,Female,402,7,1064.3
2024-07,Germany,Mobile,18-24,Unknown,750,24,6338.64
2024-07,Germany,Mobile,25-34,Male,769,26,7928.51
2024-07,Germany,Mobile,25-34,Female,596,40,4016.5
2024-07,Germany,Mobile,25-34,Unknown,263,18,10847.01
2024-07,Germany,Mobile,35-44,Male,254,9,1237.6
2024-07,Germany,Mobile,35-44,Female,152,5,3047.67
2024-07,Germany,Mobile,35-44,Unknown,278,5,2377.81
2024-07,Germany,Mobile,45-54,Male,727,52,15510.29
2024-07,Germany,Mobile,45-54,Female,616,14,2399.83
2024-07,Germany,Mobile,45-54,Unknown,225,16,1759.92
2024-07,Germany,Mobile,55-64,Male,493,33,7852.72
2024-07,Germany,Mobile,55-64,Female,534,14,2465.75
2024-07,Germany,Mobile,55-64,Unknown,577,10,4627.19
2024-07,Germany,Mobile,65+,Male,707,52,23253.95
2024-07,Germany,Mobile,65+,Female,733,52,12258.09
2024-07,Germany,Mobile,65+,Unknown,96,6,3871.58
2024-07,Germany,Tablet,18-24,Male,516,7,4320.9
2024-07,Germany,Tablet,18-24,Female,647,30,17220.33
2024-07,Germany,Tablet,18-24,Unknown,414,11,7085.76
2024-07,Germany,Tablet,25-34,Male,687,39,18763.1
2024-07,Germany,Tablet,25-34,Female,702,30,16717.06
2024-07,Germany,Tablet,25-34,Unknown,129,9,1143.72
2024-07,Germany,Tablet,35-44,Male,127,9,3206.25
2024-07,Germany,Tablet,35-44,Female,429,11,2532.27
2024-07,Germany,Tablet,35-44,Unknown,501,24,12212.96
2024-07,Germany,Tablet,45-54,Male,599,9,1488.87
2024-07,Germany,Tablet,45-54,Female,22,0,0.0
2024-07,Germany,Tablet,45-54,Unknown,312,21,4149.07
2024-07,Germany,Tablet,55-64,Male,332,26,10701.37
2024-07,Germany,Tablet,55-64,Female,497,32,18766.75
2024-07,Germany,Tablet,55-64,Unknown,546,19,7297.57
2024-07,Germany,Tablet,65+,Male,778,50,31128.3
2024-07,Germany,Tablet,65+,Female,694,27,15129.36
2024-07,Germany,Tablet,65+,Unknown,247,11,4619.03
2024-07,France,Desktop,18-24,Male,164,10,3963.94
2024-07,France,Desktop,18-24,Female,504,16,4436.11
2024-07,France,Desktop,18-24,Unknown,156,8,1772.48
2024-07,France,Desktop,25-34,Male,102,7,4773.99
2024-07,France,Desktop,25-34,Female,546,34,14692.19
2024-07,France,Desktop,25-34,Unknown,271,21,5272.24
2024-07,France,Desktop,35-44,Male,298,14,5829.05
2024-07,France,Desktop,35-44,Female,413,17,1772.58
2024-07,France,Desktop,35-44,Unknown,216,8,2888.71
2024-07,France,Desktop,45-54,Male,732,43,18032.74
2024-07,France,Desktop,45-54,Female,436,33,9224.72
2024-07,France,Desktop,45-54,Unknown,568,38,13985.81
2024-07,France,Desktop,55-64,Male,581,11,5230.07
2024-07,France,Desktop,55-64,Female,257,3,1815.61
2024-07,France,Desktop,55-64,Unknown,179,13,5632.47
2024-07,France,Desktop,65+,Male,487,8,4530.25
2024-07,France,Desktop,65+,Female,570,21,3300.55
2024-07,France,Desktop,65+,Unknown,527,23,6378.37
2024-07,France,Mobile,18-24,Male,719,11,6316.32
2024-07,France,Mobile,18-24,Female,218,2,1182.85
2024-07,France,Mobile,18-24,Unknown,22,0,0.0
2024-07,France,Mobile,25-34,Male,236,4,2292.29
2024-07,France,Mobile,25-34,Female,482,36,11214.59
2024-07,France,Mobile,25-34,Unknown,374,10,2228.45
2024-07,France,Mobile,35-44,Male,64,4,2440.49
2024-07,France,Mobile,35-44,Female,86,1,610.78
2024-07,France,Mobile,35-44,Unknown,189,12,7587.58
2024-07,France,Mobile,45-54,Male,630,47,9342.5
2024-07,France,Mobile,45-54,Female,351,18,2107.7
2024-07,France,Mobile,45-54,Unknown,29,0,0.0
2024-07,France,Mobile,55-64,Male,510,13,3651.92
2024-07,France,Mobile,55-64,Female,483,17,8956.68
2024-07,France,Mobile,55-64,Unknown,563,37,19616.09
2024-07,France,Mobile,65+,Male,505,30,12422.87
2024-07,France,Mobile,65+,Female,82,6,2442.25
2024-07,France,Mobile,65+,Unknown,52,3,1974.69
2024-07,France,Tablet,18-24,Male,707,12,5323.35
2024-07,France,Tablet,18-24,Female,131,6,1382.46
2024-07,France,Tablet,18-24,Unknown,355,26,10633.52
2024-07,France,Tablet,25-34,Male,397,11,6825.4
2024-07,France,Tablet,25-34,Female,762,18,3069.27
2024-07,France,Tablet,25-34,Unknown,142,3,1383.75
2024-07,France,Tablet,35-44,Male,218,2,1255.8
2024-07,France,Tablet,35-44,Female,20,0,0.0
2024-07,France,Tablet,35-44,Unknown,784,48,30097.3
2024-07,France,Tablet,45-54,Male,703,32,18513.07
2024-07,France,Tablet,45-54,Female,448,14,5361.43
2024-07,France,Tablet,45-54,Unknown,688,19,7133.09
2024-07,France,Tablet,55-64,Male,184,6,3694.66
2024-07,France,Tablet,55-64,Female,785,27,2902.85
2024-07,France,Tablet,55-64,Unknown,541,22,14903.09
2024-07,France,Tablet,65+,Male,120,8,3438.2
2024-07,France,Tablet,65+,Female,132,9,1877.32
2024-07,France,Tablet,65+,Unknown,553,26,4486.39
2024-07,Ireland,Desktop,18-24,Male,664,16,9821.42
2024-07,Ireland,Desktop,18-24,Female,338,26,5174.52
2024-07,Ireland,Desktop,18-24,Unknown,448,12,4370.62
2024-07,Ireland,Desktop,25-34,Male,347,20,4585.92
2024-07,Ireland,Desktop,25-34,Female,172,11,7081.65
2024-07,Ireland,Desktop,25-34,Unknown,580,20,9034.75
2024-07,Ireland,Desktop,35-44,Male,672,33,16412.7
2024-07,Ireland,Desktop,35-44,Female,38,1,496.08
2024-07,Ireland,Desktop,35-44,Unknown,323,23,9794.51
2024-07,Ireland,Desktop,45-54,Male,790,13,2878.6
2024-07,Ireland,Desktop,45-54,Female,526,15,10486.33
2024-07,Ireland,Desktop,45-54,Unknown,421,25,11174.17
2024-07,Ireland,Desktop,55-64,Male,799,13,8839.38
2024-07,Ireland,Desktop,55-64,Female,529,41,23739.1
2024-07,Ireland,Desktop,55-64,Unknown,287,5,1284.16
2024-07,Ireland,Desktop,65+,Male,103,7,3847.32
2024-07,Ireland,Desktop,65+,Female,379,21,8070.38
2024-07,Ireland,Desktop,65+,Unknown,568,17,8945.28
2024-07,Ireland,Mobile,18-24,Male,750,48,12069.7
2024-07,Ireland,Mobile,18-24,Female,760,12,6162.94
2024-07,Ireland,Mobile,18-24,Unknown,584,29,19007.46
2024-07,Ireland,Mobile,25-34,Male,593,39,22771.88
2024-07,Ireland,Mobile,25-34,Female,570,28,7134.55
2024-07,Ireland,Mobile,25-34,Unknown,67,1,444.28
2024-07,Ireland,Mobile,35-44,Male,165,2,1115.67
2024-07,Ireland,Mobile,35-44,Female,333,24,8071.83
2024-07,Ireland,Mobile,35-44,Unknown,465,10,3398.49
2024-07,Ireland,Mobile,45-54,Male,347,15,5893.04
2024-07,Ireland,Mobile,45-54,Female,458,16,6966.39
2024-07,Ireland,Mobile,45-54,Unknown,66,4,1140.64
2024-07,Ireland,Mobile,55-64,Male,393,31,4457.31
2024-07,Ireland,Mobile,55-64,Female,283,18,12555.47
2024-07,Ireland,Mobile,55-64,Unknown,28,1,426.65
2024-07,Ireland,Mobile,65+,Male,245,9,3553.5
2024-07,Ireland,Mobile,65+,Female,112,2,928.32
2024-07,Ireland,Mobile,65+,Unknown,546,24,8247.01
2024-07,Ireland,Tablet,18-24,Male,297,3,469.16
2024-07,Ireland,Tablet,18-24,Female,74,3,901.76
2024-07,Ireland,Tablet,18-24,Unknown,425,4,1079.34
2024-07,Ireland,Tablet,25-34,Male,602,23,5765.38
2024-07,Ireland,Tablet,25-34,Female,498,31,7964.8
2024-07,Ireland,Tablet,25-34,Unknown,472,5,507.61
2024-07,Ireland,Tablet,35-44,Male,583,44,6967.37
2024-07,Ireland,Tablet,35-44,Female,747,48,30934.01
2024-07,Ireland,Tablet,35-44,Unknown,207,8,3706.88
2024-07,Ireland,Tablet,45-54,Male,256,13,7545.71
2024-07,Ireland,Tablet,45-54,Female,486,37,11306.32
2024-07,Ireland,Tablet,45-54,Unknown,725,18,8943.99
2024-07,Ireland,Tablet,55-64,Male,31,1,663.16
2024-07,Ireland,Tablet,55-64,Female,310,17,5648.47
2024-07,Ireland,Tablet,55-64,Unknown,153,1,505.35
2024-07,Ireland,Tablet,65+,Male,103,6,3342.03
2024-07,Ireland,Tablet,65+,Female,371,14,3279.26
2024-07,Ireland,Tablet,65+,Unknown,147,5,2895.32
2024-08,United Kingdom,Desktop,18-24,Male,458,18,3508.9
2024-08,United Kingdom,Desktop,18-24,Female,220,7,4833.55
2024-08,United Kingdom,Desktop,18-24,Unknown,91,6,2924.18
2024-08,United Kingdom,Desktop,25-34,Male,295,17,8004.24
2024-08,United Kingdom,Desktop,25-34,Female,133,9,3421.29
2024-08,United Kingdom,Desktop,25-34,Unknown,103,5,1424.76
2024-08,United Kingdom,Desktop,35-44,Male,498,34,12917.51
2024-08,United Kingdom,Desktop,35-44,Female,404,21,4404.38
2024-08,United Kingdom,Desktop,35-44,Unknown,670,26,15347.64
2024-08,United Kingdom,Desktop,45-54,Male,473,21,7219.39
2024-08,United Kingdom,Desktop,45-54,Female,445,21,10174.72
2024-08,United Kingdom,Desktop,45-54,Unknown,444,27,3265.92
2024-08,United Kingdom,Desktop,55-64,Male,607,20,9259.4
2024-08,United Kingdom,Desktop,55-64,Female,168,5,1635.51
2024-08,United Kingdom,Desktop,55-64,Unknown,774,54,31898.6
2024-08,United Kingdom,Desktop,65+,Male,666,20,4550.46
2024-08,United Kingdom,Desktop,65+,Female,560,13,7972.07
2024-08,United Kingdom,Desktop,65+,Unknown,226,16,2090.18
2024-08,United Kingdom,Mobile,18-24,Male,312,6,2024.21
2024-08,United Kingdom,Mobile,18-24,Female,399,15,8717.3
2024-08,United Kingdom,Mobile,18-24,Unknown,700,36,21063.07
2024-08,United Kingdom,Mobile,25-34,Male,640,39,16026.88
2024-08,United Kingdom,Mobile,25-34,Female,528,19,8956.83
2024-08,United Kingdom,Mobile,25-34,Unknown,657,35,23921.39
2024-08,United Kingdom,Mobile,35-44,Male,598,20,12103.51
2024-08,United Kingdom,Mobile,35-44,Female,649,17,10407.42
2024-08,United Kingdom,Mobile,35-44,Unknown,726,51,24921.9
2024-08,United Kingdom,Mobile,45-54,Male,576,10,1141.11
2024-08,United Kingdom,Mobile,45-54,Female,297,12,2421.5
2024-08,United Kingdom,Mobile,45-54,Unknown,521,25,6593.4
2024-08,United Kingdom,Mobile,55-64,Male,667,31,10509.57
2024-08,United Kingdom,Mobile,55-64,Female,704,38,9698.32
2024-08,United Kingdom,Mobile,55-64,Unknown,703,18,10491.08
2024-08,United Kingdom,Mobile,65+,Male,286,13,8646.42
2024-08,United Kingdom,Mobile,65+,Female,620,27,2818.12
2024-08,United Kingdom,Mobile,65+,Unknown,191,4,2150.55
2024-08,United Kingdom,Tablet,18-24,Male,303,11,2344.03
2024-08,United Kingdom,Tablet,18-24,Female,580,10,3442.49
2024-08,United Kingdom,Tablet,18-24,Unknown,310,24,9958.01
2024-08,United Kingdom,Tablet,25-34,Male,560,16,9095.71
2024-08,United Kingdom,Tablet,25-34,Female,385,16,2131.48
2024-08,United Kingdom,Tablet,25-34,Unknown,644,18,5598.88
2024-08,United Kingdom,Tablet,35-44,Male,580,21,4326.14
2024-08,United Kingdom,Tablet,35-44,Female,791,22,2586.95
2024-08,United Kingdom,Tablet,35-44,Unknown,91,6,3766.2
2024-08,United Kingdom,Tablet,45-54,Male,332,15,9324.14
2024-08,United Kingdom,Tablet,45-54,Female,367,18,4024.53
2024-08,United Kingdom,Tablet,45-54,Unknown,713,53,20159.48
2024-08,United Kingdom,Tablet,55-64,Male,521,14,9660.98
2024-08,United Kingdom,Tablet,55-64,Female,633,46,28440.02
2024-08,United Kingdom,Tablet,55-64,Unknown,598,16,9767.34
2024-08,United Kingdom,Tablet,65+,Male,761,55,11986.68
2024-08,United Kingdom,Tablet,65+,Female,629,33,8536.24
2024-08,United Kingdom,Tablet,65+,Unknown,275,5,661.06
2024-08,United States,Desktop,18-24,Male,764,38,22454.09
2024-08,United States,Desktop,18-24,Female,65,4,450.76
2024-08,United States,Desktop,18-24,Unknown,506,20,7795.26
2024-08,United States,Desktop,25-34,Male,431,24,10987.07
2024-08,United States,Desktop,25-34,Female,100,3,1231.95
2024-08,United States,Desktop,25-34,Unknown,477,20,8789.38
2024-08,United States,Desktop,35-44,Male,380,17,11857.62
2024-08,United States,Desktop,35-44,Female,691,7,1066.22
2024-08,United States,Desktop,35-44,Unknown,208,15,5524.68
2024-08,United States,Desktop,45-54,Male,527,15,10018.32
2024-08,United States,Desktop,45-54,Female,427,10,3048.36
2024-08,United States,Desktop,45-54,Unknown,757,55,27566.49
2024-08,United States,Desktop,55-64,Male,617,35,12107.78
2024-08,United States,Desktop,55-64,Female,156,6,3214.32
2024-08,United States,Desktop,55-64,Unknown,689,29,10429.21
2024-08,United States,Desktop,65+,Male,381,16,7710.49
2024-08,United States,Desktop,65+,Female,732,35,23288.99
2024-08,United States,Desktop,65+,Unknown,753,39,9496.24
2024-08,United States,Mobile,18-24,Male,577,43,26557.54
2024-08,United States,Mobile,18-24,Female,460,8,3161.52
2024-08,United States,Mobile,18-24,Unknown,210,10,4529.5
2024-08,United States,Mobile,25-34,Male,772,59,9526.87
2024-08,United States,Mobile,25-34,Female,591,14,9072.35
2024-08,United States,Mobile,25-34,Unknown,403,30,11026.1
2024-08,United States,Mobile,35-44,Male,274,16,9073.61
2024-08,United States,Mobile,35-44,Female,19,0,0.0
2024-08,United States,Mobile,35-44,Unknown,506,31,18817.41
2024-08,United States,Mobile,45-54,Male,297,21,12415.24
2024-08,United States,Mobile,45-54,Female,221,9,6114.34
2024-08,United States,Mobile,45-54,Unknown,426,26,13219.39
2024-08,United States,Mobile,55-64,Male,248,11,2874.77
2024-08,United States,Mobile,55-64,Female,775,51,12076.74
2024-08,United States,Mobile,55-64,Unknown,418,26,9814.07
2024-08,United States,Mobile,65+,Male,351,24,11903.05
2024-08,United States,Mobile,65+,Female,555,5,1373.16
2024-08,United States,Mobile,65+,Unknown,217,4,843.29
2024-08,United States,Tablet,18-24,Male,55,0,0.0
2024-08,United States,Tablet,18-24,Female,366,25,10090.75
2024-08,United States,Tablet,18-24,Unknown,635,41,23868.28
2024-08,United States,Tablet,25-34,Male,212,13,1945.12
2024-08,United States,Tablet,25-34,Female,399,18,9858.02
2024-08,United States,Tablet,25-34,Unknown,407,11,2823.21
2024-08,United States,Tablet,35-44,Male,221,2,874.36
2024-08,United States,Tablet,35-44,Female,462,14,7636.45
2024-08,United States,Tablet,35-44,Unknown,180,4,846.86
2024-08,United States,Tablet,45-54,Male,504,21,13282.06
2024-08,United States,Tablet,45-54,Female,354,24,14277.82
2024-08,United States,Tablet,45-54,Unknown,132,7,3981.2
2024-08,United States,Tablet,55-64,Male,108,3,672.1
2024-08,United States,Tablet,55-64,Female,730,9,1603.77
2024-08,United States,Tablet,55-64,Unknown,758,42,14335.58
2024-08,United States,Tablet,65+,Male,164,1,460.24
2024-08,United States,Tablet,65+,Female,714,52,16376.35
2024-08,United States,Tablet,65+,Unknown,771,26,17717.23
2024-08,Australia,Desktop,18-24,Male,782,9,4125.11
2024-08,Australia,Desktop,18-24,Female,478,31,8218.32
2024-08,Australia,Desktop,18-24,Unknown,637,9,1872.0
2024-08,Australia,Desktop,25-34,Male,375,28,3232.7
2024-08,Australia,Desktop,25-34,Female,125,9,4189.99
2024-08,Australia,Desktop,25-34,Unknown,179,8,5222.65
2024-08,Australia,Desktop,35-44,Male,13,0,0.0
2024-08,Australia,Desktop,35-44,Female,534,25,12996.75
2024-08,Australia,Desktop,35-44,Unknown,608,35,11574.7
2024-08,Australia,Desktop,45-54,Male,418,27,3598.56
2024-08,Australia,Desktop,45-54,Female,427,7,3611.1
2024-08,Australia,Desktop,45-54,Unknown,457,33,4407.13
2024-08,Australia,Desktop,55-64,Male,768,23,6272.81
2024-08,Australia,Desktop,55-64,Female,364,26,8199.08
2024-08,Australia,Desktop,55-64,Unknown,607,26,9574.31
2024-08,Australia,Desktop,65+,Male,171,11,7311.74
2024-08,Australia,Desktop,65+,Female,128,8,2381.64
2024-08,Australia,Desktop,65+,Unknown,547,14,8370.88
2024-08,Australia,Mobile,18-24,Male,306,4,776.35
2024-08,Australia,Mobile,18-24,Female,124,7,3911.69
2024-08,Australia,Mobile,18-24,Unknown,697,28,7411.4
2024-08,Australia,Mobile,25-34,Male,113,3,2022.04
2024-08,Australia,Mobile,25-34,Female,408,9,2856.62
2024-08,Australia,Mobile,25-34,Unknown,520,30,16932.09
2024-08,Australia,Mobile,35-44,Male,628,35,5164.58
2024-08,Australia,Mobile,35-44,Female,725,37,9109.66
2024-08,Australia,Mobile,35-44,Unknown,750,14,4955.06
2024-08,Australia,Mobile,45-54,Male,584,39,11583.27
2024-08,Australia,Mobile,45-54,Female,249,15,5581.34
2024-08,Australia,Mobile,45-54,Unknown,91,6,653.61
2024-08,Australia,Mobile,55-64,Male,569,17,7354.95
2024-08,Australia,Mobile,55-64,Female,472,8,4222.39
2024-08,Australia,Mobile,55-64,Unknown,267,3,1329.8
2024-08,Australia,Mobile,65+,Male,526,15,7906.61
2024-08,Australia,Mobile,65+,Female,42,3,348.17
2024-08,Australia,Mobile,65+,Unknown,746,29,19086.89
2024-08,Australia,Tablet,18-24,Male,283,9,4667.95
2024-08,Australia,Tablet,18-24,Female,621,15,9248.48
2024-08,Australia,Tablet,18-24,Unknown,411,6,823.21
2024-08,Australia,Tablet,25-34,Male,607,11,2106.79
2024-08,Australia,Tablet,25-34,Female,356,11,4050.39
2024-08,Australia,Tablet,25-34,Unknown,670,36,23769.47
2024-08,Australia,Tablet,35-44,Male,224,11,2287.47
2024-08,Australia,Tablet,35-44,Female,234,13,2284.29
2024-08,Australia,Tablet,35-44,Unknown,416,8,2184.6
2024-08,Australia,Tablet,45-54,Male,473,31,12075.01
2024-08,Australia,Tablet,45-54,Female,381,4,1584.3
2024-08,Australia,Tablet,45-54,Unknown,571,40,25424.98
2024-08,Australia,Tablet,55-64,Male,483,14,8389.87
2024-08,Australia,Tablet,55-64,Female,459,28,10559.0
2024-08,Australia,Tablet,55-64,Unknown,219,13,8262.37
2024-08,Australia,Tablet,65+,Male,354,6,3039.88
2024-08,Australia,Tablet,65+,Female,279,11,6680.0
2024-08,Australia,Tablet,65+,Unknown,102,3,1355.02
2024-08,Canada,Desktop,18-24,Male,281,3,603.76
2024-08,Canada,Desktop,18-24,Female,365,15,7116.59
2024-08,Canada,Desktop,18-24,Unknown,635,23,4010.16
2024-08,Canada,Desktop,25-34,Male,132,8,1534.61
2024-08,Canada,Desktop,25-34,Female,126,5,1581.34
2024-08,Canada,Desktop,25-34,Unknown,646,49,28920.85
2024-08,Canada,Desktop,35-44,Male,759,44,9731.7
2024-08,Canada,Desktop,35-44,Female,91,6,2893.09
2024-08,Canada,Desktop,35-44,Unknown,49,1,676.23
2024-08,Canada,Desktop,45-54,Male,275,7,1917.12
2024-08,Canada,Desktop,45-54,Female,290,22,13918.04
2024-08,Canada,Desktop,45-54,Unknown,297,12,2548.83
2024-08,Canada,Desktop,55-64,Male,107,8,5390.29
2024-08,Canada,Desktop,55-64,Female,534,12,6919.19
2024-08,Canada,Desktop,55-64,Unknown,742,32,21834.36
2024-08,Canada,Desktop,65+,Male,613,23,3044.77
2024-08,Canada,Desktop,65+,Female,658,34,18876.0
2024-08,Canada,Desktop,65+,Unknown,248,16,7173.08
2024-08,Canada,Mobile,18-24,Male,33,1,530.52
2024-08,Canada,Mobile,18-24,Female,242,3,459.83
2024-08,Canada,Mobile,18-24,Unknown,729,42,18290.72
2024-08,Canada,Mobile,25-34,Male,615,10,5309.18
2024-08,Canada,Mobile,25-34,Female,370,9,3011.23
2024-08,Canada,Mobile,25-34,Unknown,313,4,2651.51
2024-08,Canada,Mobile,35-44,Male,548,14,1975.96
2024-08,Canada,Mobile,35-44,Female,547,6,2672.71
2024-08,Canada,Mobile,35-44,Unknown,771,35,14129.81
2024-08,Canada,Mobile,45-54,Male,286,16,11003.38
2024-08,Canada,Mobile,45-54,Female,36,1,557.48
2024-08,Canada,Mobile,45-54,Unknown,165,2,329.63
2024-08,Canada,Mobile,55-64,Male,674,14,2758.81
2024-08,Canada,Mobile,55-64,Female,235,2,1049.79
2024-08,Canada,Mobile,55-64,Unknown,551,33,17310.77
2024-08,Canada,Mobile,65+,Male,752,30,11995.94
2024-08,Canada,Mobile,65+,Female,43,3,1498.24
2024-08,Canada,Mobile,65+,Unknown,712,34,16380.14
2024-08,Canada,Tablet,18-24,Male,419,31,21593.66
2024-08,Canada,Tablet,18-24,Female,59,2,453.51
2024-08,Canada,Tablet,18-24,Unknown,244,18,6657.78
2024-08,Canada,Tablet,25-34,Male,88,5,2818.77
2024-08,Canada,Tablet,25-34,Female,351,9,5662.64
2024-08,Canada,Tablet,25-34,Unknown,705,46,25000.49
2024-08,Canada,Tablet,35-44,Male,439,13,6755.0
2024-08,Canada,Tablet,35-44,Female,156,3,1678.66
2024-08,Canada,Tablet,35-44,Unknown,353,15,2840.09
2024-08,Canada,Tablet,45-54,Male,654,20,12178.73
2024-08,Canada,Tablet,45-54,Female,213,11,2381.22
