date,channel,sessions,users,new_users,pageviews,bounce_rate,avg_session_duration_sec,conversions,revenue_gbp
2024-04-19,Direct,953,753,443,2665,0.6593,109.1,12,8807.67
2024-04-19,Email,552,457,226,2482,0.5065,87.3,17,10212.58
2024-04-19,Referral,426,316,173,1498,0.3427,300.6,25,4180.97
2024-04-19,Display,397,307,183,1777,0.3516,277.9,18,5819.73
2024-04-20,Organic Search,1352,1099,569,5400,0.5704,164.1,45,25213.98
2024-04-20,Paid Search,793,632,328,3126,0.3454,125.2,27,15625.19
2024-04-20,Social Media,565,415,192,1279,0.5848,312.7,16,9853.11
2024-04-20,Direct,488,399,189,1114,0.6157,259.6,24,6417.84
2024-04-20,Email,380,303,156,1111,0.6611,202.1,21,3004.41
2024-04-20,Referral,311,269,146,887,0.4581,179.5,3,1579.1
2024-04-20,Display,251,192,120,823,0.3565,246.1,8,1598.79
2024-04-21,Organic Search,1343,1108,688,4664,0.4999,282.1,47,19068.41
2024-04-21,Paid Search,819,716,432,2413,0.7107,143.3,9,1376.43
2024-04-21,Social Media,702,544,345,1519,0.6744,148.7,10,3719.54
2024-04-21,Direct,523,405,249,1409,0.5722,214.1,29,4866.64
2024-04-21,Email,343,265,120,988,0.4936,284.5,13,10114.38
2024-04-21,Referral,296,246,146,1321,0.4586,161.5,11,7810.86
2024-04-21,Display,200,165,88,661,0.6213,148.3,8,3081.87
2024-04-22,Organic Search,1934,1546,1023,7715,0.653,199.3,47,7270.8
2024-04-22,Paid Search,1456,1141,577,5653,0.3386,279.5,21,7683.73
2024-04-22,Social Media,858,727,413,2233,0.6342,229.4,21,14847.26
2024-04-22,Direct,828,667,333,2538,0.5625,177.8,39,9821.71
2024-04-22,Email,482,401,266,1679,0.3894,310.2,22,10144.76
2024-04-22,Referral,557,448,270,2197,0.4822,207.2,23,11528.91
2024-04-22,Display,337,250,121,1261,0.4261,173.2,8,5808.45
2024-04-23,Organic Search,1722,1295,716,7020,0.5713,126.7,68,28307.19
2024-04-23,Paid Search,1125,844,431,4596,0.4949,205.6,35,20728.86
2024-04-23,Social Media,852,635,307,2317,0.6375,231.3,16,11877.45
2024-04-23,Direct,967,771,350,4025,0.3353,216.4,51,39648.4
2024-04-23,Email,550,427,262,1274,0.6961,248.3,9,1815.4
2024-04-23,Referral,530,460,267,2167,0.6989,302.2,11,8423.06
2024-04-23,Display,325,240,156,939,0.5454,161.4,15,4383.52
2024-04-24,Organic Search,1941,1442,712,8594,0.4846,126.1,76,36325.09
2024-04-24,Paid Search,1229,1071,566,3830,0.5868,310.5,66,53063.32
2024-04-24,Social Media,953,795,520,2049,0.7061,217.5,49,29567.73
2024-04-24,Direct,964,800,517,2578,0.5321,140.4,55,21168.63
2024-04-24,Email,621,459,306,2582,0.4632,296.5,18,15010.83
2024-04-24,Referral,460,337,220,1225,0.3884,291.5,25,14522.19
2024-04-24,Display,395,332,183,861,0.6639,274.0,22,10205.73
2024-04-25,Organic Search,1944,1661,1045,8173,0.6445,274.3,87,42597.3
2024-04-25,Paid Search,1226,1000,653,4745,0.4904,67.1,15,8825.44
2024-04-25,Social Media,1037,877,424,3174,0.5639,141.6,14,3292.95
2024-04-25,Direct,859,751,493,3377,0.6557,238.3,42,14832.78
2024-04-25,Email,566,474,244,2122,0.6472,267.9,11,4648.41
2024-04-25,Referral,451,387,265,1904,0.3943,306.5,25,14809.7
2024-04-25,Display,370,320,221,953,0.5945,103.9,11,4764.09
2024-04-26,Organic Search,1860,1365,739,8134,0.3493,246.8,59,46703.93
2024-04-26,Paid Search,1270,1051,504,4841,0.38,284.1,62,20473.16
2024-04-26,Social Media,1000,740,491,3540,0.718,133.6,43,18291.41
2024-04-26,Direct,835,620,323,2278,0.5594,295.9,23,14248.84
2024-04-26,Email,565,407,196,1624,0.5911,238.6,25,15929.27
2024-04-26,Referral,536,407,192,1201,0.4398,121.1,29,24580.97
2024-04-26,Display,405,354,212,1577,0.3191,126.0,16,5453.29
2024-04-27,Organic Search,1266,986,682,4358,0.5438,127.7,44,35162.1
2024-04-27,Paid Search,935,692,366,3153,0.3596,90.4,11,2346.81
2024-04-27,Social Media,726,619,394,3138,0.4188,288.0,29,19602.31
2024-04-27,Direct,520,400,269,1485,0.7177,258.6,9,6684.43
2024-04-27,Email,391,331,153,960,0.3965,69.3,8,5082.82
2024-04-27,Referral,320,281,191,703,0.4497,244.3,10,4798.82
2024-04-27,Display,257,220,105,597,0.6646,107.0,4,1965.51
2024-04-28,Organic Search,1223,1054,628,4281,0.7081,196.8,47,19927.34
2024-04-28,Paid Search,737,621,384,3117,0.3109,237.1,32,13047.81
2024-04-28,Social Media,674,587,386,1664,0.334,276.0,28,12640.89
2024-04-28,Direct,639,520,234,2829,0.5756,307.2,16,10464.45
2024-04-28,Email,401,350,207,1045,0.3204,227.3,10,1605.41
2024-04-28,Referral,286,249,135,874,0.3748,310.9,15,2776.61
2024-04-28,Display,259,193,124,721,0.6161,230.1,4,1913.27
2024-04-29,Organic Search,1986,1686,889,7435,0.3551,233.0,102,50412.16
2024-04-29,Paid Search,1299,1119,636,4483,0.4777,256.7,65,36928.03
2024-04-29,Social Media,993,782,359,2899,0.4947,118.3,44,10260.84
2024-04-29,Direct,867,711,413,2425,0.4837,295.9,29,6626.0
2024-04-29,Email,514,444,293,1724,0.4241,72.4,7,1070.43
2024-04-29,Referral,447,352,166,1647,0.5388,125.9,10,1796.92
2024-04-29,Display,362,267,164,916,0.3765,162.2,5,3800.16
2024-04-30,Organic Search,1912,1556,877,7090,0.562,128.9,111,83925.07
2024-04-30,Paid Search,1185,888,565,4206,0.6661,87.6,43,5343.54
2024-04-30,Social Media,900,672,382,3384,0.6649,311.1,36,17111.07
2024-04-30,Direct,903,790,426,3356,0.5899,162.7,22,4648.94
2024-04-30,Email,496,366,166,2196,0.6608,114.4,21,12480.51
2024-04-30,Referral,499,409,264,1276,0.4264,180.5,16,2174.82
2024-04-30,Display,327,243,152,1443,0.498,283.5,12,3203.72
2024-05-01,Organic Search,2085,1779,823,4417,0.5648,245.4,122,90217.76
2024-05-01,Paid Search,1406,1146,674,3933,0.5047,186.4,55,31151.54
2024-05-01,Social Media,1076,915,523,4104,0.5219,169.7,27,4491.79
2024-05-01,Direct,978,769,437,3215,0.6944,150.2,43,5813.13
2024-05-01,Email,546,409,219,1450,0.3923,296.4,14,7833.46
2024-05-01,Referral,563,464,224,1578,0.5988,309.5,29,17729.68
2024-05-01,Display,390,330,214,1609,0.5612,133.4,18,10925.12
2024-05-02,Organic Search,1821,1369,823,4265,0.4747,318.4,45,12279.87
2024-05-02,Paid Search,1138,822,550,3364,0.3666,275.3,62,8886.96
2024-05-02,Social Media,890,702,424,2126,0.3941,127.0,24,9103.82
2024-05-02,Direct,758,652,337,1866,0.5899,194.0,32,20341.62
2024-05-02,Email,660,521,293,2719,0.3466,87.5,26,17965.33
2024-05-02,Referral,581,494,227,1367,0.5646,286.4,32,7508.28
2024-05-02,Display,343,271,156,1323,0.3417,228.2,9,1985.17
2024-05-03,Organic Search,2271,1794,993,8960,0.403,270.4,61,29808.66
2024-05-03,Paid Search,1157,901,575,3431,0.5793,99.4,55,23532.15
2024-05-03,Social Media,944,800,442,2909,0.4927,281.6,46,17668.38
2024-05-03,Direct,757,562,254,3054,0.6963,82.0,19,15899.58
2024-05-03,Email,528,385,246,1945,0.5694,294.7,6,3486.44
2024-05-03,Referral,547,451,261,1536,0.4688,237.0,20,6843.12
2024-05-03,Display,393,340,153,1089,0.5217,299.3,17,7577.21
2024-05-04,Organic Search,1222,986,638,4478,0.5929,290.8,59,24502.06
2024-05-04,Paid Search,783,601,276,2272,0.6045,252.4,12,10129.25
2024-05-04,Social Media,627,460,270,2101,0.618,101.6,7,4910.62
2024-05-04,Direct,590,447,287,2267,0.7145,88.7,7,2745.92
2024-05-04,Email,397,308,142,1453,0.3524,137.5,18,8114.35
2024-05-04,Referral,383,325,226,1324,0.6756,223.2,14,7766.51
2024-05-04,Display,228,174,112,869,0.5824,245.7,8,2406.18
2024-05-05,Organic Search,1275,1036,679,3782,0.3412,245.0,65,11688.39
2024-05-05,Paid Search,751,647,368,2381,0.4551,196.8,29,14466.07
2024-05-05,Social Media,651,496,285,2028,0.4848,302.1,22,18270.76
2024-05-05,Direct,632,469,225,2405,0.3543,243.2,33,6804.02
2024-05-05,Email,351,279,177,1532,0.4551,307.5,14,5856.09
2024-05-05,Referral,298,241,110,735,0.456,317.7,7,3323.08
2024-05-05,Display,261,193,115,578,0.6756,291.2,5,3589.81
2024-05-06,Organic Search,2070,1530,821,8671,0.4754,209.0,79,61399.57
2024-05-06,Paid Search,1448,1152,725,5145,0.62,191.2,47,21077.08
2024-05-06,Social Media,1022,877,465,4107,0.5791,166.5,22,8990.08
2024-05-06,Direct,901,786,528,3483,0.5713,285.1,40,21502.25
2024-05-06,Email,646,538,317,1548,0.5349,110.0,26,14068.72
2024-05-06,Referral,449,364,181,1455,0.6767,91.3,25,6280.32
2024-05-06,Display,317,268,137,1202,0.6728,175.5,15,8445.06
2024-05-07,Organic Search,2023,1471,978,4361,0.4835,167.9,107,37630.74
2024-05-07,Paid Search,1242,917,435,3109,0.3605,126.4,17,5847.32
2024-05-07,Social Media,1013,756,456,2918,0.3114,75.2,29,10255.28
2024-05-07,Direct,870,671,364,3555,0.3508,112.7,41,22459.85
2024-05-07,Email,594,499,272,1411,0.3255,180.9,18,8522.01
2024-05-07,Referral,506,383,257,1389,0.7047,235.5,11,5774.3
2024-05-07,Display,404,310,171,929,0.567,112.9,23,9027.79
2024-05-08,Organic Search,2396,2024,1182,7468,0.6828,177.5,24,11020.7
2024-05-08,Paid Search,1477,1131,783,3103,0.6921,185.4,58,42503.91
2024-05-08,Social Media,1008,782,475,3532,0.5143,71.8,47,24959.33
2024-05-08,Direct,842,659,316,2050,0.5337,132.7,26,14706.25
2024-05-08,Email,679,523,324,1984,0.4098,255.7,22,6589.61
2024-05-08,Referral,598,463,261,2116,0.3067,239.9,25,3037.37
2024-05-08,Display,370,319,197,1143,0.676,242.9,17,8718.21
2024-05-09,Organic Search,2277,1875,880,4950,0.6495,234.6,99,37390.93
2024-05-09,Paid Search,1474,1256,677,3722,0.6225,241.2,15,6866.48
2024-05-09,Social Media,1185,937,473,2544,0.4181,299.6,33,6127.29
2024-05-09,Direct,929,713,448,2473,0.5074,154.4,22,17166.39
2024-05-09,Email,636,479,239,2588,0.4664,286.2,24,11535.08
2024-05-09,Referral,532,439,259,1988,0.5374,77.0,8,1339.89
2024-05-09,Display,347,281,142,1164,0.6285,109.9,15,12661.87
2024-05-10,Organic Search,2226,1792,919,7666,0.4906,303.9,93,75185.31
2024-05-10,Paid Search,1170,1018,568,5251,0.4151,236.8,38,14587.23
2024-05-10,Social Media,1133,975,493,3135,0.4764,176.7,11,2882.7
2024-05-10,Direct,788,639,291,3049,0.7108,170.2,10,3024.88
2024-05-10,Email,540,415,251,1259,0.5016,270.1,21,12121.13
2024-05-10,Referral,499,379,180,1333,0.4431,74.2,13,9096.11
2024-05-10,Display,425,358,216,1671,0.5626,210.5,6,985.81
2024-05-11,Organic Search,1179,907,600,2659,0.3536,299.0,37,12582.73
2024-05-11,Paid Search,915,668,413,3149,0.4239,159.2,13,8696.13
2024-05-11,Social Media,631,514,316,1341,0.4612,266.7,34,19449.3
2024-05-11,Direct,559,486,313,1783,0.4378,110.0,8,4435.82
2024-05-11,Email,341,288,143,1185,0.5677,126.6,10,6489.75
2024-05-11,Referral,337,255,165,756,0.4309,173.3,19,12743.16
2024-05-11,Display,231,199,128,566,0.4296,149.2,6,755.4
2024-05-12,Organic Search,1410,1168,542,4677,0.6508,283.3,43,11293.83
2024-05-12,Paid Search,804,695,449,2347,0.5805,240.6,47,26217.84
2024-05-12,Social Media,652,529,365,2333,0.4759,102.2,21,14618.3
2024-05-12,Direct,508,383,172,1338,0.3967,222.2,11,7218.73
2024-05-12,Email,446,344,218,1156,0.3774,317.4,12,2085.88
2024-05-12,Referral,295,217,113,757,0.546,259.0,3,425.01
2024-05-12,Display,223,166,111,853,0.4427,204.2,4,542.76
2024-05-13,Organic Search,2340,2025,921,8718,0.4591,264.7,36,28921.08
2024-05-13,Paid Search,1284,973,634,4733,0.6953,314.0,76,58034.71
2024-05-13,Social Media,1181,862,419,5099,0.6339,109.8,34,13369.02
2024-05-13,Direct,936,820,419,2069,0.5587,109.2,34,23677.57
2024-05-13,Email,575,418,271,2412,0.6576,311.8,31,8455.05
2024-05-13,Referral,463,368,226,1044,0.5136,255.3,19,9342.03
2024-05-13,Display,378,300,159,1132,0.5917,246.1,13,4106.5
2024-05-14,Organic Search,2064,1790,1066,4515,0.3922,112.8,109,44581.76
2024-05-14,Paid Search,1288,1110,658,5596,0.4571,203.1,21,3808.15
2024-05-14,Social Media,1046,811,483,3364,0.5609,170.8,34,14230.21
2024-05-14,Direct,995,766,417,2518,0.3982,227.8,27,4864.47
2024-05-14,Email,670,537,328,2670,0.6892,85.6,9,1331.51
2024-05-14,Referral,484,363,193,1368,0.6425,237.7,11,6986.31
2024-05-14,Display,436,383,244,1689,0.6832,62.2,10,7202.85
2024-05-15,Organic Search,2314,1815,1000,8080,0.5752,182.7,82,55403.07
2024-05-15,Paid Search,1227,961,486,4782,0.4993,194.1,60,40383.81
2024-05-15,Social Media,1138,903,585,3244,0.3789,260.2,51,13922.84
2024-05-15,Direct,900,728,395,3137,0.3539,305.3,9,6404.34
2024-05-15,Email,670,518,287,2509,0.4694,262.4,24,8592.91
2024-05-15,Referral,457,386,262,1128,0.7001,145.9,18,10083.46
2024-05-15,Display,393,337,234,1017,0.4641,199.0,7,1395.14
2024-05-16,Organic Search,2183,1729,1164,5072,0.3438,203.8,25,15574.7
2024-05-16,Paid Search,1370,1027,479,6043,0.4192,120.6,58,9922.93
2024-05-16,Social Media,927,744,366,3859,0.4726,100.8,14,7162.55
2024-05-16,Direct,910,665,458,3801,0.3546,113.5,28,17865.69
2024-05-16,Email,606,494,338,2127,0.511,238.1,14,1756.07
2024-05-16,Referral,477,348,191,1926,0.5209,296.7,25,11398.73
2024-05-16,Display,390,326,170,1643,0.4916,242.1,17,5731.34
2024-05-17,Organic Search,2217,1883,929,5981,0.678,250.6,72,56513.39
2024-05-17,Paid Search,1247,1011,554,5448,0.4007,286.3,29,16776.52
2024-05-17,Social Media,1005,870,543,3852,0.3912,188.3,59,30890.13
2024-05-17,Direct,1055,772,367,4156,0.4369,177.2,23,11256.82
2024-05-17,Email,605,442,275,2359,0.4601,253.9,31,12696.74
2024-05-17,Referral,457,337,228,1318,0.6144,186.0,6,3122.12
2024-05-17,Display,353,307,148,1436,0.6535,104.4,3,580.13
2024-05-18,Organic Search,1310,1055,577,2994,0.6207,236.1,23,8772.28
2024-05-18,Paid Search,821,595,368,2150,0.5926,277.5,41,24105.49
2024-05-18,Social Media,743,641,351,2110,0.322,61.2,36,24479.76
2024-05-18,Direct,675,526,268,1565,0.4771,317.2,18,4684.87
2024-05-18,Email,419,316,211,1681,0.6488,103.6,7,2964.12
2024-05-18,Referral,308,237,139,786,0.387,200.8,17,3539.18
2024-05-18,Display,228,177,87,698,0.4328,161.2,7,1177.34
2024-05-19,Organic Search,1532,1262,684,3464,0.3918,138.4,61,51097.55
2024-05-19,Paid Search,792,638,445,3279,0.372,309.3,31,25929.44
2024-05-19,Social Media,741,613,424,2789,0.4395,225.2,40,14084.64
2024-05-19,Direct,663,528,281,2360,0.5457,159.4,27,7821.11
2024-05-19,Email,410,360,182,1467,0.6766,140.3,19,12783.0
2024-05-19,Referral,362,264,143,1017,0.3637,113.1,4,3176.35
2024-05-19,Display,257,223,141,742,0.4168,227.3,12,6002.85
2024-05-20,Organic Search,2469,2033,1061,5325,0.6557,146.1,54,27739.67
2024-05-20,Paid Search,1558,1287,659,5841,0.6022,218.1,45,15965.78
2024-05-20,Social Media,1061,764,509,2406,0.3808,224.9,18,4843.45
2024-05-20,Direct,812,661,434,3521,0.3993,80.3,37,12852.61
2024-05-20,Email,658,499,246,1774,0.4198,176.6,27,8598.38
2024-05-20,Referral,585,428,296,1787,0.3705,174.8,20,13129.95
2024-05-20,Display,415,353,228,891,0.4602,282.1,19,15061.66
2024-05-21,Organic Search,2226,1657,1046,6049,0.4947,177.9,64,35993.5
2024-05-21,Paid Search,1212,899,510,2995,0.3796,63.3,42,27279.09
2024-05-21,Social Media,1079,936,641,4779,0.4567,187.3,45,24725.95
2024-05-21,Direct,902,655,445,2727,0.5376,110.5,28,8577.48
2024-05-21,Email,695,580,334,2274,0.5892,241.1,29,23094.4
2024-05-21,Referral,579,439,201,2345,0.565,235.9,25,14777.34
2024-05-21,Display,358,283,175,970,0.5529,307.5,18,2322.11
2024-05-22,Organic Search,2346,1931,1311,7165,0.5462,294.3,84,21658.64
2024-05-22,Paid Search,1362,1161,595,3848,0.7064,231.2,39,13448.16
2024-05-22,Social Media,1056,908,573,2442,0.5672,261.9,28,6277.06
2024-05-22,Direct,999,867,476,2836,0.7146,272.3,10,1709.84
2024-05-22,Email,656,527,323,2531,0.3717,157.4,29,7672.09
2024-05-22,Referral,490,427,240,1986,0.378,75.3,9,6067.71
2024-05-22,Display,359,310,171,1293,0.5623,285.8,6,2003.89
2024-05-23,Organic Search,2094,1600,856,7340,0.5007,234.9,31,5101.71
2024-05-23,Paid Search,1503,1083,645,6718,0.3407,195.8,15,8402.68
2024-05-23,Social Media,1245,1048,715,4028,0.4416,171.7,35,26943.39
2024-05-23,Direct,1071,911,624,3958,0.4589,74.9,29,10471.5
2024-05-23,Email,546,433,270,2096,0.6729,96.1,21,15841.85
2024-05-23,Referral,507,421,275,1513,0.5597,231.3,17,7166.9
2024-05-23,Display,351,308,212,1421,0.307,153.7,4,2838.07
2024-05-24,Organic Search,2064,1632,981,6316,0.5573,81.2,64,51198.91
2024-05-24,Paid Search,1581,1387,921,6754,0.6084,136.4,31,6959.74
2024-05-24,Social Media,1095,888,589,3625,0.3537,267.2,27,16506.06
2024-05-24,Direct,947,814,400,3003,0.3486,232.3,20,5489.96
2024-05-24,Email,669,552,260,2103,0.6006,101.7,37,28820.54
2024-05-24,Referral,588,444,228,1906,0.677,92.0,9,4591.95
2024-05-24,Display,415,304,189,1739,0.6913,259.2,16,9441.76
2024-05-25,Organic Search,1365,1139,722,4116,0.5697,206.1,72,51132.0
2024-05-25,Paid Search,836,617,291,1934,0.611,303.7,39,7985.54
2024-05-25,Social Media,680,582,400,2369,0.3007,76.1,25,18459.91
2024-05-25,Direct,695,535,289,2592,0.6346,195.1,27,7618.41
2024-05-25,Email,392,316,178,959,0.696,277.7,13,5885.4
2024-05-25,Referral,365,271,167,1468,0.5952,215.7,9,7586.5
2024-05-25,Display,224,197,123,727,0.648,188.7,10,3949.97
2024-05-26,Organic Search,1626,1257,825,4236,0.6077,270.7,73,11561.26
2024-05-26,Paid Search,1013,758,433,3079,0.7134,231.4,53,44704.24
2024-05-26,Social Media,720,557,345,3223,0.6182,161.7,26,8492.1
2024-05-26,Direct,644,483,320,1961,0.355,255.6,25,17692.56
2024-05-26,Email,448,373,210,1116,0.3578,240.9,11,2482.93
2024-05-26,Referral,325,272,172,689,0.6049,209.7,14,11782.31
2024-05-26,Display,226,197,109,931,0.6889,85.0,13,3264.72
2024-05-27,Organic Search,1896,1662,1018,6681,0.7073,223.0,57,8254.44
2024-05-27,Paid Search,1298,1036,644,5699,0.5742,157.6,57,39933.48
2024-05-27,Social Media,1147,968,644,4198,0.4156,229.8,32,6643.21
2024-05-27,Direct,821,655,404,2728,0.3097,209.0,31,9914.39
2024-05-27,Email,672,569,281,2192,0.5707,172.8,25,4814.8
2024-05-27,Referral,476,411,266,1210,0.6414,65.1,17,8696.93
2024-05-27,Display,427,340,197,1495,0.5998,265.4,6,4018.09
2024-05-28,Organic Search,2501,2159,1069,8848,0.3756,204.2,125,26227.88
2024-05-28,Paid Search,1254,944,462,4326,0.6576,69.1,73,35732.64
2024-05-28,Social Media,1052,849,471,4595,0.3,138.2,60,29951.61
2024-05-28,Direct,1020,841,471,3554,0.5919,195.9,60,22622.73
2024-05-28,Email,634,477,226,2578,0.3996,108.9,15,10917.27
2024-05-28,Referral,624,509,256,1848,0.354,221.8,8,2449.01
2024-05-28,Display,378,326,179,869,0.4068,170.6,16,8179.36
2024-05-29,Organic Search,1916,1604,1120,7227,0.3809,156.8,82,58955.62
2024-05-29,Paid Search,1458,1147,560,6534,0.4821,66.7,58,10242.39
2024-05-29,Social Media,975,719,422,2201,0.5689,154.3,26,8306.34
2024-05-29,Direct,1046,790,357,3143,0.7069,158.4,15,11935.71
2024-05-29,Email,567,474,249,2308,0.5056,197.5,25,18793.52
2024-05-29,Referral,558,455,306,1400,0.6975,161.3,15,9917.2
2024-05-29,Display,447,359,214,1850,0.5003,93.2,4,1979.61
2024-05-30,Organic Search,1974,1461,795,7629,0.3222,248.6,115,73194.83
2024-05-30,Paid Search,1309,1069,669,3324,0.7142,267.6,45,14460.78
2024-05-30,Social Media,1077,937,628,4365,0.4282,283.1,61,25422.1
2024-05-30,Direct,890,653,306,3428,0.6968,102.9,11,7289.58
2024-05-30,Email,639,510,340,2817,0.4781,192.3,29,13634.32
2024-05-30,Referral,553,486,326,2087,0.4703,220.2,30,19935.59
2024-05-30,Display,418,347,221,1122,0.6104,307.2,21,16015.49
2024-05-31,Organic Search,2223,1817,1093,9814,0.5833,289.3,80,22744.0
2024-05-31,Paid Search,1236,1055,610,5421,0.4775,158.6,35,7093.12
2024-05-31,Social Media,1239,941,550,4880,0.3495,137.8,30,8266.14
2024-05-31,Direct,1012,820,413,2865,0.6919,227.2,51,7439.03
2024-05-31,Email,623,510,291,1840,0.5585,145.4,17,2103.97
2024-05-31,Referral,615,461,248,1441,0.5067,82.0,21,4876.38
2024-05-31,Display,349,278,135,1282,0.395,162.8,8,3461.51
2024-06-01,Organic Search,1298,1103,526,4092,0.6525,102.1,35,15287.68
2024-06-01,Paid Search,883,758,378,2256,0.3169,162.6,41,31886.86
2024-06-01,Social Media,644,484,275,2380,0.4116,169.5,24,16892.85
2024-06-01,Direct,654,504,323,2757,0.5108,300.1,34,13731.22
2024-06-01,Email,361,266,121,892,0.51,259.5,7,4306.17
2024-06-01,Referral,341,298,189,1071,0.4216,186.3,16,4813.69
2024-06-01,Display,229,183,93,902,0.663,318.5,5,3595.22
2024-06-02,Organic Search,1307,1088,709,4944,0.511,107.1,77,42471.14
2024-06-02,Paid Search,961,727,351,2106,0.716,301.6,30,17100.64
2024-06-02,Social Media,630,458,252,1786,0.566,120.2,16,7517.0
2024-06-02,Direct,618,508,267,1697,0.4178,151.3,19,6716.19
2024-06-02,Email,355,257,118,1380,0.389,182.7,19,3677.56
2024-06-02,Referral,325,283,153,919,0.3407,63.6,12,8990.89
2024-06-02,Display,243,203,109,964,0.5221,156.6,10,2733.24
2024-06-03,Organic Search,2137,1841,888,8296,0.3505,212.5,118,70526.15
2024-06-03,Paid Search,1291,1075,732,2943,0.5296,149.2,59,49703.99
2024-06-03,Social Media,1008,842,388,2580,0.5312,125.7,54,40122.54
2024-06-03,Direct,1065,932,627,3382,0.6013,296.8,14,5962.22
2024-06-03,Email,714,571,260,2526,0.5926,93.5,8,4266.46
2024-06-03,Referral,602,500,317,1838,0.5876,286.3,35,8428.99
2024-06-03,Display,425,332,214,1301,0.414,107.9,7,1953.0
2024-06-04,Organic Search,2348,2020,1308,7497,0.5973,196.5,59,16569.89
2024-06-04,Paid Search,1514,1223,602,3345,0.4001,70.2,26,19890.77
2024-06-04,Social Media,1250,954,617,4552,0.4046,274.1,45,5445.99
2024-06-04,Direct,906,740,401,2083,0.5963,202.8,41,17141.7
2024-06-04,Email,654,504,234,2654,0.6461,117.0,38,9462.64
2024-06-04,Referral,632,509,353,2507,0.6278,87.7,29,11566.54
2024-06-04,Display,414,355,216,1416,0.6431,117.4,9,4901.53
2024-06-05,Organic Search,2425,2038,996,6441,0.605,155.8,133,25056.47
2024-06-05,Paid Search,1291,967,643,3296,0.506,249.7,54,7309.68
2024-06-05,Social Media,997,746,409,3548,0.3292,78.7,22,17240.64
2024-06-05,Direct,1085,798,464,4170,0.6394,216.9,31,4188.8
2024-06-05,Email,696,586,358,1534,0.4043,81.7,11,6357.9
2024-06-05,Referral,474,414,285,1116,0.6092,148.0,21,5621.59
2024-06-05,Display,394,319,178,981,0.4393,100.2,5,3125.95
2024-06-06,Organic Search,2308,1707,1120,5416,0.4246,193.0,119,26601.21
2024-06-06,Paid Search,1605,1161,646,3938,0.5753,118.7,86,34474.22
2024-06-06,Social Media,1239,1055,504,3106,0.3463,86.5,71,27039.27
2024-06-06,Direct,985,727,494,4243,0.6761,217.2,18,9130.52
2024-06-06,Email,654,541,263,2420,0.4267,272.6,17,3329.68
2024-06-06,Referral,625,516,352,2528,0.5987,79.9,6,4806.96
2024-06-06,Display,355,292,154,1078,0.603,264.2,12,2029.67
2024-06-07,Organic Search,2276,1988,1033,5273,0.7178,107.3,66,23304.63
2024-06-07,Paid Search,1397,1160,642,5594,0.4401,268.6,59,17671.26
2024-06-07,Social Media,1085,867,505,3665,0.645,160.0,42,17973.64
2024-06-07,Direct,975,810,516,3692,0.3988,60.7,58,7686.33
2024-06-07,Email,646,564,383,1448,0.4467,280.7,34,24407.84
2024-06-07,Referral,521,387,256,2309,0.6834,123.0,26,4180.33
2024-06-07,Display,354,309,193,1064,0.3111,310.9,10,6320.23
2024-06-08,Organic Search,1518,1110,731,6359,0.3127,155.0,21,3701.41
2024-06-08,Paid Search,949,806,392,2408,0.6123,254.5,42,14222.91
2024-06-08,Social Media,704,544,351,2653,0.4204,100.5,38,5450.98
2024-06-08,Direct,667,533,241,2733,0.5856,287.8,25,18138.71
2024-06-08,Email,465,372,233,1449,0.3659,313.0,16,13342.18
2024-06-08,Referral,321,242,146,842,0.3772,254.0,12,8813.41
2024-06-08,Display,283,224,118,1030,0.6474,102.9,14,8288.73
2024-06-09,Organic Search,1316,970,455,4668,0.6556,67.3,31,15975.68
2024-06-09,Paid Search,810,660,421,2301,0.5317,226.0,9,2848.43
2024-06-09,Social Media,828,670,395,3309,0.3192,141.8,47,5930.91
2024-06-09,Direct,594,454,249,1525,0.6158,248.7,34,21519.94
2024-06-09,Email,363,285,181,850,0.6391,99.0,14,5585.18
2024-06-09,Referral,371,317,165,914,0.4945,290.2,5,3222.39
2024-06-09,Display,288,244,149,1136,0.3676,310.6,10,6519.66
2024-06-10,Organic Search,2331,2025,1084,9288,0.4424,153.7,123,53450.64
2024-06-10,Paid Search,1601,1351,738,4164,0.5564,79.5,28,16192.02
2024-06-10,Social Media,1114,945,458,4666,0.5298,311.9,54,9916.15
2024-06-10,Direct,839,646,441,2087,0.4176,154.5,12,3009.67
2024-06-10,Email,689,524,297,1870,0.6682,229.1,11,2315.45
2024-06-10,Referral,569,413,274,1742,0.6599,298.5,9,3489.43
2024-06-10,Display,439,382,207,1640,0.5125,128.3,23,14220.11
2024-06-11,Organic Search,2312,1902,1208,6213,0.6449,62.1,121,40194.05
2024-06-11,Paid Search,1287,1008,471,3901,0.4942,84.3,42,24738.57
2024-06-11,Social Media,1249,992,467,4816,0.6853,299.8,60,15936.83
2024-06-11,Direct,907,699,488,2963,0.595,183.8,21,3106.87
2024-06-11,Email,571,454,276,1637,0.3132,216.3,16,12857.85
2024-06-11,Referral,534,421,239,1190,0.6646,307.7,23,7290.75
2024-06-11,Display,414,303,141,1271,0.4253,245.2,22,11067.93
2024-06-12,Organic Search,2346,1786,1174,5447,0.6787,148.9,111,26652.13
2024-06-12,Paid Search,1370,1078,613,5141,0.3675,241.1,37,23155.27
2024-06-12,Social Media,1079,778,502,3812,0.3327,233.7,44,15678.29
2024-06-12,Direct,1096,953,605,4239,0.4329,99.1,36,8195.95
